id,url,speaker,title,date
3,https://www.ted.com/talks/nikki_webber_allen_don_t_suffer_from_your_depression_in_silence,Nikki Webber Allen,Don't suffer from your depression in silence,Oct 2017
3,https://www.ted.com/talks/levon_biss_mind_blowing_magnified_portraits_of_insects,Levon Biss,Mind-blowing, magnified portraits of insects,Oct 2017
3,https://www.ted.com/talks/prumsodun_ok_the_magic_of_khmer_classical_dance,Prumsodun Ok,The magic of Khmer classical dance,Oct 2017
3,https://www.ted.com/talks/gabriela_gonzalez_how_ligo_discovered_gravitational_waves_and_what_might_be_next,Gabriela González,How LIGO discovered gravitational waves — and what might be next,Oct 2017
3,https://www.ted.com/talks/helen_pearson_lessons_from_the_longest_study_on_human_development,Helen Pearson,Lessons from the longest study on human development,Oct 2017
3,https://www.ted.com/talks/euna_lee_what_i_learned_as_a_prisoner_in_north_korea,Euna Lee,What I learned as a prisoner in North Korea,Sep 2017
3,https://www.ted.com/talks/christian_rodriguez_what_teen_pregnancy_looks_like_in_latin_america,Christian Rodríguez,What teen pregnancy looks like in Latin America,Sep 2017
3,https://www.ted.com/talks/anna_heringer_the_warmth_and_wisdom_of_mud_buildings,Anna Heringer,The warmth and wisdom of mud buildings,Sep 2017
3,https://www.ted.com/talks/julio_gil_future_tech_will_give_you_the_benefits_of_city_life_anywhere,Julio Gil,Future tech will give you the benefits of city life anywhere,Sep 2017
3,https://www.ted.com/talks/nabila_alibhai_why_people_of_different_faiths_are_painting_their_houses_of_worship_yellow,Nabila Alibhai,Why people of different faiths are painting their houses of worship yellow,Sep 2017
3,https://www.ted.com/talks/mei_lin_neo_the_fascinating_secret_lives_of_giant_clams,Mei Lin Neo,The fascinating secret lives of giant clams,Sep 2017
3,https://www.ted.com/talks/anindya_kundu_the_boost_students_need_to_overcome_obstacles,Anindya Kundu,The boost students need to overcome obstacles,Sep 2017
4,https://www.ted.com/talks/karoliina_korppoo_how_a_video_game_might_help_us_build_better_cities,Karoliina Korppoo,How a video game might help us build better cities,Sep 2017
4,https://www.ted.com/talks/theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right,Theo E.J. Wilson,A black man goes undercover in the alt-right,Sep 2017
4,https://www.ted.com/talks/radhika_nagpal_what_intelligent_machines_can_learn_from_a_school_of_fish,Radhika Nagpal,What intelligent machines can learn from a school of fish,Sep 2017
4,https://www.ted.com/talks/armando_azua_bustos_the_most_martian_place_on_earth,Armando Azua-Bustos,The most Martian place on Earth,Sep 2017
4,https://www.ted.com/talks/duarte_geraldino_what_we_re_missing_in_the_debate_about_immigration,Duarte Geraldino,What we're missing in the debate about immigration,Sep 2017
4,https://www.ted.com/talks/oluf_mi_taiwo_why_africa_must_become_a_center_of_knowledge_again,Olúfẹ́mi Táíwò,Why Africa must become a center of knowledge again,Sep 2017
4,https://www.ted.com/talks/jun_wang_how_digital_dna_could_help_you_make_better_health_choices,Jun Wang,How digital DNA could help you make better health choices,Sep 2017
4,https://www.ted.com/talks/sethembile_msezane_living_sculptures_that_stand_for_history_s_truths,Sethembile Msezane,Living sculptures that stand for history's truths,Sep 2017
4,https://www.ted.com/talks/helen_czerski_fun_home_experiments_that_teach_you_physics,Helen Czerski,The fascinating physics of everyday life,Sep 2017
4,https://www.ted.com/talks/augie_picado_the_real_reason_manufacturing_jobs_are_disappearing,Augie Picado,The real reason manufacturing jobs are disappearing,Sep 2017
4,https://www.ted.com/talks/pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper,Pierre Thiam,A forgotten ancient grain that could help Africa prosper,Sep 2017
4,https://www.ted.com/talks/alexander_wagner_what_really_motivates_people_to_be_honest_in_business,Alexander Wagner,What really motivates people to be honest in business,Sep 2017
4,https://www.ted.com/talks/emily_esfahani_smith_there_s_more_to_life_than_being_happy,Emily Esfahani Smith,There's more to life than being happy,Sep 2017
4,https://www.ted.com/talks/caitlin_quattromani_and_lauran_arledge_how_our_friendship_survives_our_opposing_politics,Caitlin Quattromani and Lauran Arledge,How our friendship survives our opposing politics,Sep 2017
4,https://www.ted.com/talks/olutimehin_adegbeye_who_belongs_in_a_city,OluTimehin Adegbeye,Who belongs in a city?,Sep 2017
4,https://www.ted.com/talks/benjamin_grant_what_it_feels_like_to_see_earth_from_space,Benjamin Grant,What it feels like to see Earth from space,Sep 2017
4,https://www.ted.com/talks/tomas_saraceno_would_you_live_in_a_floating_bubble_in_the_sky,Tomás Saraceno,Would you live in a floating city in the sky?,Sep 2017
4,https://www.ted.com/talks/ray_dalio_how_to_build_a_company_where_the_best_ideas_win,Ray Dalio,How to build a company where the best ideas win,Sep 2017
4,https://www.ted.com/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them,Erin Marie Saltman,How young people join violent extremist groups — and how to stop them,Sep 2017
4,https://www.ted.com/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs,Daan Roosegaarde,A smog vacuum cleaner and other magical city designs,Sep 2017
4,https://www.ted.com/talks/chetan_bhatt_dare_to_refuse_the_origin_myths_that_claim_who_you_are,Chetan Bhatt,Dare to refuse the origin myths that claim who you are,Sep 2017
4,https://www.ted.com/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history,Chance Coughenour,How your pictures can help reclaim lost history,Aug 2017
4,https://www.ted.com/talks/jennifer_granick_how_the_us_government_spies_on_people_who_protest_including_you,Jennifer Granick,How the US government spies on people who protest — including you,Aug 2017
4,https://www.ted.com/talks/noriko_arai_can_a_robot_pass_a_university_entrance_exam,Noriko Arai,Can a robot pass a university entrance exam?,Aug 2017
4,https://www.ted.com/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages,Tara Winkler,Why we need to end the era of orphanages,Aug 2017
4,https://www.ted.com/talks/wanuri_kahiu_fun_fierce_and_fantastical_african_art,Wanuri Kahiu,Fun, fierce and fantastical African art,Aug 2017
4,https://www.ted.com/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient,Niki Okuk,When workers own companies, the economy is more resilient,Aug 2017
4,https://www.ted.com/talks/laolu_senbanjo_the_sacred_art_of_the_ori,Laolu Senbanjo,"The Sacred Art of the Ori",Aug 2017
4,https://www.ted.com/talks/carolyn_bertozzi_what_the_sugar_coating_on_your_cells_is_trying_to_tell_you,Carolyn Bertozzi,What the sugar coating on your cells is trying to tell you,Aug 2017
4,https://www.ted.com/talks/robin_hanson_what_would_happen_if_we_upload_our_brains_to_computers,Robin Hanson,What would happen if we upload our brains to computers?,Aug 2017
4,https://www.ted.com/talks/david_whyte_a_lyrical_bridge_between_past_present_and_future,David Whyte,A lyrical bridge between past, present and future,Aug 2017
4,https://www.ted.com/talks/iyad_rahwan_what_moral_decisions_should_driverless_cars_make,Iyad Rahwan,What moral decisions should driverless cars make?,Aug 2017
4,https://www.ted.com/talks/cathy_o_neil_the_era_of_blind_faith_in_big_data_must_end,Cathy O'Neil,The era of blind faith in big data must end,Aug 2017
4,https://www.ted.com/talks/anika_paulson_how_i_found_myself_through_music,Anika Paulson,How I found myself through music,Aug 2017
4,https://www.ted.com/talks/susan_pinker_the_secret_to_living_longer_may_be_your_social_life,Susan Pinker,The secret to living longer may be your social life,Aug 2017
4,https://www.ted.com/talks/richard_j_berry_a_practical_way_to_help_the_homeless_find_work_and_safety,Richard J. Berry,A practical way to help the homeless find work and safety,Aug 2017
5,https://www.ted.com/talks/peter_calthorpe_7_principles_for_building_better_cities,Peter Calthorpe,7 principles for building better cities,Aug 2017
5,https://www.ted.com/talks/jack_conte_how_artists_can_finally_get_paid_in_the_digital_age,Jack Conte,How artists can (finally) get paid in the digital age,Aug 2017
5,https://www.ted.com/talks/ronald_sullivan_how_i_help_free_innocent_people_from_prison,Ronald S Sullivan Jr.,How I help free innocent people from prison,Aug 2017
5,https://www.ted.com/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas,Manoush Zomorodi,How boredom can lead to your most brilliant ideas,Aug 2017
5,https://www.ted.com/talks/damon_davis_what_i_saw_at_the_ferguson_protests,Damon Davis,Courage is contagious,Aug 2017
5,https://www.ted.com/talks/anne_madden_meet_the_microscopic_life_in_your_home_and_on_your_face,Anne Madden,Meet the microscopic life in your home — and on your face,Aug 2017
5,https://www.ted.com/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth,Jon Boogz, Lil Buck, Robin Sanders, Jason Yang and Canku One Star,A dance to honor Mother Earth,Aug 2017
5,https://www.ted.com/talks/david_baron_you_owe_it_to_yourself_to_experience_a_total_solar_eclipse,David Baron,You owe it to yourself to experience a total solar eclipse,Aug 2017
5,https://www.ted.com/talks/ashton_applewhite_let_s_end_ageism,Ashton Applewhite,Let's end ageism,Aug 2017
5,https://www.ted.com/talks/anjan_chatterjee_how_your_brain_decides_what_is_beautiful,Anjan Chatterjee,How your brain decides what is beautiful,Aug 2017
5,https://www.ted.com/talks/tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,Tom Gruber,How AI can enhance our memory, work and social lives,Aug 2017
5,https://www.ted.com/talks/joseph_redmon_how_a_computer_learns_to_recognize_objects_instantly,Joseph Redmon,How computers learn to recognize objects instantly,Aug 2017
5,https://www.ted.com/talks/francoise_mouly_the_stories_behind_the_new_yorker_s_iconic_covers,Françoise Mouly,The stories behind The New Yorker's iconic covers,Aug 2017
5,https://www.ted.com/talks/ingrid_betancourt_what_six_years_in_captivity_taught_me_about_fear_and_faith,Ingrid Betancourt,What six years in captivity taught me about fear and faith,Aug 2017
5,https://www.ted.com/talks/titus_kaphar_can_art_amend_history,Titus Kaphar,Can art amend history?,Aug 2017
5,https://www.ted.com/talks/marc_raibert_meet_spot_the_robot_dog_that_can_run_hop_and_open_doors,Marc Raibert,Meet Spot, the robot dog that can run, hop and open doors,Jul 2017
5,https://www.ted.com/talks/kristen_marhaver_why_i_still_have_hope_for_coral_reefs,Kristen Marhaver,Why I still have hope for coral reefs,Jul 2017
5,https://www.ted.com/talks/jennifer_pluznick_you_smell_with_your_body_not_just_your_nose,Jennifer Pluznick,You smell with your body, not just your nose,Jul 2017
5,https://www.ted.com/talks/tristan_harris_the_manipulative_tricks_tech_companies_use_to_capture_your_attention,Tristan Harris,How a handful of tech companies control billions of minds every day,Jul 2017
5,https://www.ted.com/talks/jimmy_lin_a_simple_new_blood_test_that_can_catch_cancer_early,Jimmy Lin,A simple new blood test that can catch cancer early,Jul 2017
5,https://www.ted.com/talks/grace_kim_how_cohousing_can_make_us_happier_and_live_longer,Grace Kim,How cohousing can make us happier (and live longer),Jul 2017
5,https://www.ted.com/talks/susan_robinson_how_i_fail_at_being_disabled,Susan Robinson,How I fail at being disabled,Jul 2017
5,https://www.ted.com/talks/noah_feldman_hamilton_vs_madison_and_the_birth_of_american_partisanship,Noah Feldman,Hamilton vs. Madison and the birth of American partisanship,Jul 2017
5,https://www.ted.com/talks/tricia_wang_the_human_insights_missing_from_big_data,Tricia Wang,The human insights missing from big data,Jul 2017
5,https://www.ted.com/talks/anil_seth_how_your_brain_hallucinates_your_conscious_reality,Anil Seth,Your brain hallucinates your conscious reality,Jul 2017
5,https://www.ted.com/talks/kate_marvel_can_clouds_buy_us_more_time_to_solve_climate_change,Kate Marvel,Can clouds buy us more time to solve climate change?,Jul 2017
5,https://www.ted.com/talks/adam_alter_why_our_screens_make_us_less_happy,Adam Alter,Why our screens make us less happy,Jul 2017
5,https://www.ted.com/talks/liz_hajek_what_rivers_can_tell_us_about_the_earth_s_history,Liz Hajek,What rivers can tell us about the earth's history,Jul 2017
5,https://www.ted.com/talks/jorge_ramos_why_journalists_have_an_obligation_to_challenge_power,Jorge Ramos,Why journalists have an obligation to challenge power,Jul 2017
5,https://www.ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_face_the_future_without_fear_together,Rabbi Lord Jonathan Sacks,How we can face the future without fear, together,Jul 2017
5,https://www.ted.com/talks/manu_prakash_lifesaving_scientific_tools_made_of_paper,Manu Prakash,Lifesaving scientific tools made of paper,Jul 2017
